Region,iso3,Country,City/Town,Year,"Annual mean, ug/m3",Temporal coverage,note on converted PM2.5,Number and type of monitoring stations,Reference for air quality,Database version (year),status
Europe (HIC),ITA,Italy,Mammola,2016,7,>75%,Measured,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),ITA,Italy,Mansue,2016,23,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),ITA,Italy,Mantova,2016,24,>75%,Measured,"1 Urban-Background, 1 Urban-Industrial, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),ITA,Italy,Martirano Lombardo,2016,16,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),ITA,Italy,Massa,2016,14,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),ITA,Italy,Merate,2016,24,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),ITA,Italy,Milano,2016,27,>75%,Measured,"1 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),ITA,Italy,Mirandola,2013,20,NA,Measured,-,"European Environment Agency, Air quality e-reporting database",2016,
Europe (HIC),ITA,Italy,Modena,2016,17,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),ITA,Italy,Modugno,2016,15,>75%,Measured,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),ITA,Italy,Moggio,2016,12,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),ITA,Italy,Molinella,2013,17,NA,Measured,"1 station, background, rural","European Environment Agency, Air quality e-reporting database",2016,
Europe (HIC),ITA,Italy,Mondovi,2016,18,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),ITA,Italy,Monfalcone,2016,14,>75%,Measured,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),ITA,Italy,Monopoli,2016,11,>75%,Measured,2 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),ITA,Italy,Monserrato,2016,10,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),ITA,Italy,Montale,2013,19,NA,Measured,"1 station, background, rural","European Environment Agency, Air quality e-reporting database",2016,
Europe (HIC),ITA,Italy,Montemonaco,2014,6,>75%,Measured,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),ITA,Italy,Montesilvano,2016,16,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),ITA,Italy,Monza,2016,29,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
